breed_id,pet_id,gender,visit_age_years,visit_age_months,weight_kg,bcs_recorded,bcs_predicted,preventive_care_visit,healthy_pet_diagnosis,average_adult_breed_weight_kg,source_type
11,952213,M,0.191,2.29,6.396,,,Y,Y,35.91,real_public_processed_sample
11,952214,M,0.191,2.29,6.849,,,Y,Y,35.91,real_public_processed_sample
11,952215,F,0.191,2.29,5.443,,,Y,Y,35.91,real_public_processed_sample
11,952216,F,0.191,2.29,5.579,,,Y,Y,35.91,real_public_processed_sample
11,952217,F,0.191,2.29,4.808,,,Y,Y,35.91,real_public_processed_sample
11,952218,M,0.191,2.29,5.126,,,Y,Y,35.91,real_public_processed_sample
11,952219,M,0.191,2.29,6.895,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,0.261,3.13,13.971,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,0.357,4.28,20.684,,,Y,N,35.91,real_public_processed_sample
11,952221,M,0.415,4.98,27.851,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,0.612,7.34,37.92,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,0.902,10.82,44.452,,,N,N,35.91,real_public_processed_sample
11,952221,M,1.283,15.4,46.357,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,1.352,16.22,47.627,,,Y,Y,35.91,real_public_processed_sample
11,952221,M,2.36,28.32,51.891,,,Y,N,35.91,real_public_processed_sample
11,952222,FS,0.168,2.02,7.076,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.207,2.48,10.251,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.226,2.71,10.977,,,Y,N,35.91,real_public_processed_sample
11,952222,FS,0.283,3.4,11.612,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.325,3.9,15.059,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.366,4.39,18.144,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.5,6.0,21.137,,,Y,Y,35.91,real_public_processed_sample
11,952222,FS,0.538,6.46,20.593,,,N,N,35.91,real_public_processed_sample
11,952222,FS,0.631,7.57,20.684,,,N,N,35.91,real_public_processed_sample
11,952222,FS,1.38,16.56,23.224,,,Y,N,35.91,real_public_processed_sample
11,952222,FS,2.415,28.98,23.768,,,Y,Y,35.91,real_public_processed_sample
11,952223,F,0.117,1.4,5.08,,,Y,N,35.91,real_public_processed_sample
11,952223,F,0.153,1.84,5.897,,,Y,Y,35.91,real_public_processed_sample
11,952223,F,0.232,2.78,10.796,,,Y,Y,35.91,real_public_processed_sample
11,952223,F,0.437,5.24,21.319,,,Y,N,35.91,real_public_processed_sample
11,952224,FS,0.586,7.03,23.95,,,Y,N,35.91,real_public_processed_sample
11,952224,FS,0.872,10.46,22.045,,,Y,N,35.91,real_public_processed_sample
11,952224,FS,1.618,19.42,28.213,,,Y,N,35.91,real_public_processed_sample
11,952224,FS,1.637,19.64,26.853,,,N,N,35.91,real_public_processed_sample
11,952224,FS,1.64,19.68,26.853,,,N,N,35.91,real_public_processed_sample
11,952225,FS,0.187,2.24,3.719,,,Y,Y,35.91,real_public_processed_sample
11,952225,FS,0.226,2.71,5.08,,,Y,Y,35.91,real_public_processed_sample
11,952225,FS,0.339,4.07,10.886,,,Y,Y,35.91,real_public_processed_sample
11,952225,FS,0.397,4.76,12.61,,,Y,Y,35.91,real_public_processed_sample
11,952225,FS,0.527,6.32,16.42,,,N,Y,35.91,real_public_processed_sample
11,952225,FS,0.607,7.28,19.051,,,N,N,35.91,real_public_processed_sample
11,952225,FS,1.049,12.59,23.678,,,Y,N,35.91,real_public_processed_sample
11,952226,M,0.254,3.05,13.336,,,N,Y,35.91,real_public_processed_sample
11,952227,F,0.207,2.48,8.437,,,Y,N,35.91,real_public_processed_sample
11,952227,F,0.218,2.62,8.981,,,N,N,35.91,real_public_processed_sample
11,952227,F,0.232,2.78,10.206,,,N,N,35.91,real_public_processed_sample
11,952227,F,0.256,3.07,12.61,,,Y,Y,35.91,real_public_processed_sample
11,952227,F,0.273,3.28,13.381,,,N,N,35.91,real_public_processed_sample
11,952227,F,0.322,3.86,16.647,,,Y,Y,35.91,real_public_processed_sample
11,952228,M,0.169,2.03,8.664,,,Y,Y,35.91,real_public_processed_sample
11,952229,M,0.585,7.02,18.779,,,Y,N,35.91,real_public_processed_sample
11,952230,F,0.204,2.45,6.486,,,Y,Y,35.91,real_public_processed_sample
11,952230,F,0.262,3.14,9.344,,,Y,N,35.91,real_public_processed_sample
11,952231,M,0.336,4.03,13.426,,,Y,N,35.91,real_public_processed_sample
11,952232,F,0.67,8.04,11.657,,,N,N,35.91,real_public_processed_sample
11,952233,F,0.336,4.03,12.292,,,N,N,35.91,real_public_processed_sample
11,952234,F,1.586,19.03,27.805,,,N,N,35.91,real_public_processed_sample
11,952234,F,1.643,19.72,27.578,,,N,N,35.91,real_public_processed_sample
11,952235,F,0.413,4.96,23.587,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,0.355,4.26,20.14,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,0.472,5.66,26.172,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,0.486,5.83,23.088,,,N,N,35.91,real_public_processed_sample
11,952236,M,0.559,6.71,30.164,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,0.566,6.79,30.255,,,N,N,35.91,real_public_processed_sample
11,952236,M,0.853,10.24,36.333,,,N,N,35.91,real_public_processed_sample
11,952236,M,1.051,12.61,36.333,,,Y,N,35.91,real_public_processed_sample
11,952236,M,1.202,14.42,37.149,,,N,N,35.91,real_public_processed_sample
11,952236,M,1.437,17.24,36.922,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,1.796,21.55,38.51,,,Y,Y,35.91,real_public_processed_sample
11,952236,M,2.065,24.78,38.555,,Thin,N,N,35.91,real_public_processed_sample
11,952237,F,0.415,4.98,23.859,,,Y,Y,35.91,real_public_processed_sample
11,952238,FS,0.169,2.03,7.303,,,Y,Y,35.91,real_public_processed_sample
11,952238,FS,0.223,2.68,8.437,,,Y,N,35.91,real_public_processed_sample
11,952238,FS,0.27,3.24,8.437,,,Y,N,35.91,real_public_processed_sample
11,952238,FS,0.302,3.62,14.016,,,N,N,35.91,real_public_processed_sample
11,952238,FS,0.327,3.92,14.243,,,Y,Y,35.91,real_public_processed_sample
11,952238,FS,0.453,5.44,20.502,,,N,N,35.91,real_public_processed_sample
11,952238,FS,0.538,6.46,22.952,,,N,N,35.91,real_public_processed_sample
11,952239,M,0.169,2.03,4.264,,,Y,Y,35.91,real_public_processed_sample
11,952240,F,0.533,6.4,17.055,,,Y,N,35.91,real_public_processed_sample
11,952241,M,0.265,3.18,14.379,,,Y,Y,35.91,real_public_processed_sample
11,952241,M,0.342,4.1,19.142,,,N,N,35.91,real_public_processed_sample
11,952241,M,0.399,4.79,21.772,,,Y,N,35.91,real_public_processed_sample
11,952241,M,0.478,5.74,25.809,,,Y,N,35.91,real_public_processed_sample
11,952241,M,0.582,6.98,28.849,,,N,N,35.91,real_public_processed_sample
11,952241,M,0.632,7.58,31.116,,,Y,N,35.91,real_public_processed_sample
11,952241,M,0.832,9.98,36.968,,,N,N,35.91,real_public_processed_sample
11,952241,M,0.859,10.31,35.652,,,N,Y,35.91,real_public_processed_sample
11,952242,M,0.878,10.54,26.127,,,Y,N,35.91,real_public_processed_sample
11,952243,M,0.218,2.62,5.262,,,Y,N,35.91,real_public_processed_sample
11,952243,M,0.237,2.84,6.124,,,N,N,35.91,real_public_processed_sample
11,952243,M,0.295,3.54,10.932,,,N,N,35.91,real_public_processed_sample
11,952244,M,0.3,3.6,9.072,,,N,N,35.91,real_public_processed_sample
11,952244,M,0.358,4.3,12.247,,,N,N,35.91,real_public_processed_sample
11,952244,M,0.377,4.52,13.154,,,N,N,35.91,real_public_processed_sample
11,952244,M,0.396,4.75,14.152,,,N,Y,35.91,real_public_processed_sample
11,952245,M,0.92,11.04,40.143,,,Y,N,35.91,real_public_processed_sample
11,952246,F,0.752,9.02,25.583,,,Y,N,35.91,real_public_processed_sample
11,952246,F,0.941,11.29,25.583,,,Y,N,35.91,real_public_processed_sample
11,952247,M,0.232,2.78,11.884,,,Y,N,35.91,real_public_processed_sample
11,952247,M,0.306,3.67,15.604,,,Y,Y,35.91,real_public_processed_sample
11,952248,M,0.098,1.18,2.041,,,Y,N,35.91,real_public_processed_sample
11,952249,F,0.372,4.46,17.146,,,Y,Y,35.91,real_public_processed_sample
11,952249,F,0.627,7.52,23.904,,,Y,Y,35.91,real_public_processed_sample
11,952249,F,0.955,11.46,23.36,,,N,N,35.91,real_public_processed_sample
11,952249,F,1.516,18.19,25.31,,,N,N,35.91,real_public_processed_sample
11,952249,F,1.607,19.28,25.401,,,Y,Y,35.91,real_public_processed_sample
11,952250,M,0.127,1.52,3.13,,,Y,N,35.91,real_public_processed_sample
11,952250,M,0.199,2.39,5.851,,,N,N,35.91,real_public_processed_sample
11,952251,M,0.169,2.03,3.946,,,N,N,35.91,real_public_processed_sample
11,952252,M,0.125,1.5,3.039,,,N,N,35.91,real_public_processed_sample
11,952252,M,0.155,1.86,3.81,,,N,N,35.91,real_public_processed_sample
11,952253,FS,0.331,3.97,13.154,,,Y,N,35.91,real_public_processed_sample
11,952253,FS,0.388,4.66,17.146,,,Y,Y,35.91,real_public_processed_sample
11,952253,FS,0.445,5.34,19.278,,,Y,Y,35.91,real_public_processed_sample
11,952253,FS,0.462,5.54,20.003,,,N,N,35.91,real_public_processed_sample
11,952253,FS,0.525,6.3,21.546,,,Y,N,35.91,real_public_processed_sample
11,952253,FS,0.538,6.46,20.548,,,N,Y,35.91,real_public_processed_sample
11,952253,FS,0.558,6.7,21.863,,,N,N,35.91,real_public_processed_sample
11,952253,FS,0.583,7.0,21.228,,,N,Y,35.91,real_public_processed_sample
11,952253,FS,0.736,8.83,22.997,,,Y,N,35.91,real_public_processed_sample
11,952253,FS,0.794,9.53,24.358,,,N,N,35.91,real_public_processed_sample
11,952253,FS,1.183,14.2,22.816,,,N,N,35.91,real_public_processed_sample
11,952253,FS,1.366,16.39,19.595,,,Y,Y,35.91,real_public_processed_sample
11,952253,FS,1.911,22.93,27.352,,,N,N,35.91,real_public_processed_sample
11,952254,F,0.254,3.05,9.752,,,Y,N,35.91,real_public_processed_sample
11,952255,M,0.503,6.04,24.675,,,Y,N,35.91,real_public_processed_sample
11,952256,M,1.09,13.08,37.694,,,N,N,35.91,real_public_processed_sample
11,952256,M,1.092,13.1,37.694,,,N,N,35.91,real_public_processed_sample
11,952257,MN,0.672,8.06,21.999,,,N,Y,35.91,real_public_processed_sample
11,952258,F,0.586,7.03,29.529,,,N,N,35.91,real_public_processed_sample
11,952258,F,0.616,7.39,30.391,,,N,N,35.91,real_public_processed_sample
11,952258,F,0.668,8.02,31.797,,,N,N,35.91,real_public_processed_sample
11,952258,F,0.689,8.27,34.382,,,N,N,35.91,real_public_processed_sample
11,952258,F,0.705,8.46,35.426,,,N,N,35.91,real_public_processed_sample
11,952259,F,0.13,1.56,2.858,,,Y,N,35.91,real_public_processed_sample
11,952260,M,0.335,4.02,8.165,,,Y,N,35.91,real_public_processed_sample
11,952260,M,0.377,4.52,10.886,,,Y,Y,35.91,real_public_processed_sample
11,952260,M,0.565,6.78,20.775,,,N,N,35.91,real_public_processed_sample
11,952261,M,0.752,9.02,24.948,,,Y,N,35.91,real_public_processed_sample
11,952262,M,0.385,4.62,17.917,,,Y,Y,35.91,real_public_processed_sample
11,952263,F,2.495,29.94,34.927,,Thin,Y,N,35.91,real_public_processed_sample
11,952263,F,2.667,32.0,30.164,,Thin,Y,Y,35.91,real_public_processed_sample
11,952264,F,0.377,4.52,15.105,,,Y,N,35.91,real_public_processed_sample
11,952265,F,0.335,4.02,11.204,,,Y,N,35.91,real_public_processed_sample
11,952265,F,0.366,4.39,12.565,,,N,N,35.91,real_public_processed_sample
11,952265,F,0.415,4.98,12.565,,,Y,N,35.91,real_public_processed_sample
11,952265,F,0.56,6.72,12.565,,,Y,Y,35.91,real_public_processed_sample
11,952265,F,0.684,8.21,18.915,,,Y,N,35.91,real_public_processed_sample
11,952265,F,0.856,10.27,27.76,,,Y,N,35.91,real_public_processed_sample
11,952265,F,1.05,12.6,31.162,,,Y,N,35.91,real_public_processed_sample
11,952266,MN,2.503,30.04,36.741,,,Y,N,35.91,real_public_processed_sample
11,952266,MN,2.785,33.42,36.741,,,Y,N,35.91,real_public_processed_sample
11,952267,MN,0.157,1.88,5.216,,,Y,Y,35.91,real_public_processed_sample
11,952267,MN,0.213,2.56,8.936,,,N,N,35.91,real_public_processed_sample
11,952267,MN,0.269,3.23,11.34,,,Y,Y,35.91,real_public_processed_sample
11,952267,MN,0.327,3.92,17.69,,,Y,N,35.91,real_public_processed_sample
11,952267,MN,0.511,6.13,18.144,,,N,N,35.91,real_public_processed_sample
11,952268,F,2.503,30.04,36.287,,,N,Y,35.91,real_public_processed_sample
11,952269,F,1.503,18.04,29.347,,,Y,N,35.91,real_public_processed_sample
11,952270,MN,1.531,18.37,15.74,,,Y,N,35.91,real_public_processed_sample
11,952271,M,0.254,3.05,9.072,,,Y,N,35.91,real_public_processed_sample
11,952271,M,1.443,17.32,39.916,,,Y,Y,35.91,real_public_processed_sample
11,952271,M,1.547,18.56,39.916,,,Y,Y,35.91,real_public_processed_sample
11,952274,F,0.741,8.89,18.053,,,Y,Y,35.91,real_public_processed_sample
11,952274,F,0.771,9.25,17.418,,,Y,Y,35.91,real_public_processed_sample
11,952274,F,1.017,12.2,17.418,,,Y,Y,35.91,real_public_processed_sample
11,952275,F,1.002,12.02,27.488,,,Y,N,35.91,real_public_processed_sample
11,952275,F,1.062,12.74,27.533,,,Y,N,35.91,real_public_processed_sample
11,952276,M,0.585,7.02,32.795,,,N,Y,35.91,real_public_processed_sample
11,952276,M,0.947,11.36,39.281,,,N,N,35.91,real_public_processed_sample
11,952277,M,0.323,3.88,18.008,,,N,N,35.91,real_public_processed_sample
11,952278,M,0.42,5.04,12.338,,,Y,N,35.91,real_public_processed_sample
11,952279,F,0.188,2.26,5.076,,,Y,N,35.91,real_public_processed_sample
11,952279,F,0.495,5.94,23.224,,,Y,N,35.91,real_public_processed_sample
11,952280,M,0.254,3.05,3.175,,,N,N,35.91,real_public_processed_sample
11,952281,M,0.292,3.5,9.557,,,Y,N,35.91,real_public_processed_sample
11,952281,M,0.371,4.45,16.057,,,Y,N,35.91,real_public_processed_sample
11,952282,M,0.292,3.5,10.455,,,Y,N,35.91,real_public_processed_sample
11,952282,M,0.371,4.45,16.057,,,Y,N,35.91,real_public_processed_sample
11,952283,F,0.188,2.26,4.309,,,N,N,35.91,real_public_processed_sample
11,952283,F,0.213,2.56,5.987,,,N,N,35.91,real_public_processed_sample
11,952284,M,1.503,18.04,32.069,,,Y,Y,35.91,real_public_processed_sample
11,952285,M,0.131,1.57,2.722,,,N,N,35.91,real_public_processed_sample
11,952286,M,0.254,3.05,10.433,,,Y,N,35.91,real_public_processed_sample
11,952286,M,0.733,8.8,34.019,,,Y,Y,35.91,real_public_processed_sample
11,952287,M,2.054,24.65,41.957,,Thin,Y,N,35.91,real_public_processed_sample
11,952288,M,0.119,1.43,3.765,,,Y,N,35.91,real_public_processed_sample
11,952288,M,0.215,2.58,8.391,,,Y,Y,35.91,real_public_processed_sample
11,952288,M,0.264,3.17,11.793,,,N,N,35.91,real_public_processed_sample
11,952289,M,0.169,2.03,6.577,,,Y,N,35.91,real_public_processed_sample
11,952289,M,0.221,2.65,9.253,,,Y,N,35.91,real_public_processed_sample
11,952289,M,0.303,3.64,11.34,,,Y,N,35.91,real_public_processed_sample
11,952289,M,0.571,6.85,27.669,,,Y,N,35.91,real_public_processed_sample
11,952290,M,0.122,1.46,4.309,,,N,N,35.91,real_public_processed_sample
11,952291,F,1.585,19.02,25.265,,,Y,Y,35.91,real_public_processed_sample
11,952292,M,2.001,24.01,36.968,,,Y,N,35.91,real_public_processed_sample
11,952292,M,2.596,31.15,35.063,,,N,N,35.91,real_public_processed_sample
11,952292,M,2.598,31.18,35.925,,Thin,N,N,35.91,real_public_processed_sample
11,952292,M,2.615,31.38,34.065,,Thin,Y,N,35.91,real_public_processed_sample
11,952293,M,1.002,12.02,38.011,,,Y,N,35.91,real_public_processed_sample
11,952294,M,1.504,18.05,36.287,,,Y,N,35.91,real_public_processed_sample
11,952294,M,2.538,30.46,25.673,,Thin,Y,N,35.91,real_public_processed_sample
